	seq_start	importance	length	group_number	is_leader	leader_strength	proximity_label	seq_end	child_sequence_ix	proximity_label_min_start	proximity_label_best_start	proximity_label_best_imp	proximity_label_best_length	parent_seqs
3660	7044	0.0	6.5	183.0	1.0	0.461699943810362	22	9283	[7683, 7556, 7566, 7698, 7075, 7588, 7334, 7338, 7346, 7604, 7613, 7742, 7870, 7105, 7233, 7363, 7622, 7239, 7240, 7753, 7883, 8015, 7508, 7509, 7764, 8027, 7135, 7277, 7278, 7154, 7794, 7412, 7669, 7674, 7547, 7294]	6860	7240	1.7697482270432958	10.0	[6894, 6941, 6937, 6860, 6942, 7105, 6894, 6937, 6869, 6956, 6864, 6927, 6869, 6937, 6937, 7075, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976, 3976]
2500	121505	1.0021331028900617e-07	5.0	125.0	1.0	0.4631275641749251	30	123227	[122628, 121624, 121630, 121639, 122411, 122548, 122428, 122575, 121428, 121556, 122324, 122458, 121822, 121825, 121699, 122600, 121458, 121459, 122362]	121285	121624	0.931814965160998	10.0	[121428, 121385, 120782, 120853, 120807, 121428, 121068, 121459, 121459, 121458, 121428, 121097, 121285, 121556]
3680	400449	0.0	6.5	184.0	1.0	0.46378959434046146	35	402688	[401154, 401284, 401797, 401799, 400647, 401164, 400924, 400670, 400415, 401696, 400549, 401322, 401963, 400433, 401593, 401595, 401596, 400631, 400700, 400577, 400710, 401611, 401237, 400598, 401111, 400474, 400730, 401243, 401119, 400480, 400870, 400625, 400883, 401655, 402174]	399995	400118	1.5586622062410387	8.5	[400415, 400480, 399995, 400310, 400156, 400098, 400474, 400201, 400320, 400073, 400173, 400064, 400433, 400282, 400012, 400173, 400141, 400182, 400118, 400290]
1100	401963	0.0	3.0	55.0	1.0	0.4684534469025532	187	402996	[402174]	401593	401593	1.173023589913105	9.0	[400415, 400480, 400449, 399995, 401164, 401322, 401799, 401243, 401111, 401154, 400647, 400870, 400012, 401696, 401655, 400700, 401593, 401596, 400883, 401119, 401797, 401284, 400182, 400924, 400118, 400290, 401611, 401595, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 400710]
780	332318	0.0	2.5	39.0	1.0	0.4720245153716778	191	333179	[332597, 332607]	332162	332162	0.9593668612460791	3.5	[332227, 330749, 330755, 331475, 331646, 331661, 331823, 330746, 331762, 332162, 331701, 330447, 331012, 330443, 331474, 330610, 330674, 331027, 331027, 331027, 331027, 331027, 331232, 330420, 330544, 330060, 329926, 330423, 330735, 330476, 331110, 331665, 330628, 329831, 330373, 330515, 330687, 330195, 330212, 329826]
3300	240765	0.0	6.0	165.0	1.0	0.4771077407430805	91	242832	[240900, 241162, 240779, 240933, 240934, 241189, 241573, 240943, 241716, 240694, 241091, 241219, 241348, 240967, 240764, 241106, 241619, 242388, 241627, 240990, 241511, 240879, 241266, 240883, 241143, 241785, 240762, 240891, 240892]	240567	240567	2.015215177685418	9.0	[240762, 240762, 240694, 240762, 240567, 240567, 240567, 240567, 240762, 240764, 240762, 240762, 240762, 240762, 240762, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240762, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240779, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567, 240567]
1120	319363	0.0	3.0	56.0	1.0	0.4797333840675671	74	320396	[319489, 319522, 319482, 319494, 319433, 319340, 319501, 319406, 319535, 319408, 319605, 319318, 319511, 319671, 320314, 319449, 319454]	319015	319433	1.96787594870292	9.0	[319243, 319038, 319167, 319406, 317027, 319268, 319449, 319340, 319238, 319259, 319116, 319198, 319085, 319099, 319256, 319408, 319236, 319433, 319015, 319318]
1400	281563	0.0	3.5	70.0	1.0	0.48751183310470686	60	282768	[281602, 281611, 281868, 281619, 282387, 281887, 281632, 281508, 282416, 281906, 282438, 282695, 281680, 281812, 281686, 282326, 282077, 281565, 282340, 282364, 282478, 281711, 282359, 282360, 281852]	281323	281469	1.4487237932300774	8.5	[279276, 281611, 281401, 281619, 280041, 281381, 279687, 281565, 279860, 281323, 280567, 279901, 279792, 279208, 279863, 281632, 280037, 281602, 279409, 279947, 278825, 278861, 278826, 279121, 281508, 281469, 278763, 279350, 279625]
1140	398801	0.0	3.0	57.0	1.0	0.49731459695211094	177	399834	[398852, 399125, 399166]	398801	398801	0.0	3.0	[398852]
1420	395787	0.0	3.5	71.0	1.0	0.5062172060095328	20	396992	[395842, 395972, 396283, 396011, 396299, 395793, 396083, 395958, 395963, 395933, 396094, 396127]	395611	395842	1.0779710240863192	8.0	[394053, 393855, 395628, 395695, 394153, 394128, 394055, 395611, 394056, 394127, 395684, 394342, 393991, 395039, 394779, 395793, 394989, 394291, 395842, 395055, 394090, 394213, 395396, 395228]
2100	260364	7.873501252278653e-08	4.5	105.0	1.0	0.5105240523771173	139	261914	[260965, 260551, 260552, 260522, 261035, 260557, 260652, 260718, 260625, 261171, 260692, 260405, 260533, 260535, 260948]	259612	259612	1.698616822668693	10.0	[260224, 259822, 259828, 259954, 260228, 259739, 259905, 260075, 260405, 260135, 259860, 260109, 259807, 260000, 259841, 259807, 259807, 259845, 259807, 259808, 259612, 259612, 259612, 259612, 259842, 259842, 259842, 259842, 259842, 259895, 259895, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259930, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612]
2880	234122	0.0	5.5	144.0	1.0	0.5114108181315679	70	236016	[234176, 234082, 234311, 234440, 234281, 234129, 234161, 234067, 234038, 234134, 234559]	233913	234009	1.2181408305252595	7.5	[233989, 234134, 234015, 233990, 234082, 233947, 234176, 234038, 234129, 233922, 232098, 233119, 233947, 232179, 232313, 234067, 232272, 232783, 233913, 232956, 233922, 232314, 232367, 233134, 233990, 233073, 232320, 232803, 232364, 232095, 232547, 234161, 233922, 233350, 233990, 233990, 232298, 234009, 232000, 231862]
4460	46817	9.448201502734383e-08	7.5	223.0	1.0	0.5175433683988307	15	49400	[48256, 48001, 47877, 47622, 46855, 47115, 47629, 46990, 48144, 47889, 46995, 47507, 46997, 46998, 48020, 47768, 47899, 46749, 47773, 48159, 47904, 48417, 48035, 48039, 46890, 47534, 48052, 46906, 48316, 47170, 47171, 48584, 46793, 47951, 48341, 47962, 48477, 47970, 46822, 47847, 48102, 46953, 46828, 47981, 47471, 47600, 46965, 47733, 48885, 48121, 47738, 46973]	46412	46460	0.9530175691360578	10.0	[46639, 46656, 46585, 46855, 46793, 46697, 46717, 46526, 46749, 46526, 46526, 46526, 46593, 46460, 46449, 46710, 46527, 46828, 46639, 46822, 46574, 46890, 46526, 46412, 46704]
1160	281711	0.0	3.0	58.0	1.0	0.5264240949838505	60	282744	[281868, 282387, 281887, 281632, 282416, 281906, 282438, 282695, 281680, 281812, 281852, 281686, 282326, 282077, 282340, 282478, 282359, 282360, 282364]	281323	281469	1.4487237932300774	8.5	[281563, 279276, 281611, 281401, 281619, 280041, 281381, 279687, 281565, 279860, 281323, 280567, 279901, 279792, 279863, 281632, 280037, 281602, 279409, 279947, 278825, 278861, 281508, 281469, 281680, 278763, 279350, 279625, 281686]
2900	348831	0.0	5.5	145.0	1.0	0.5275250627092756	112	350725	[349185, 348931, 349955, 348807, 349191, 348938, 348941, 349075, 349080, 349720, 350364, 349343, 348833, 350496, 350625, 349862, 350502, 349098, 349230, 349358, 350127, 350001, 348850, 350260, 350390, 350391, 350648, 348859, 350524, 349888, 350659, 348876, 349772, 350030, 350160, 349393, 349270, 348896, 350304, 349155, 349798, 349292, 350444, 349166, 348786, 348917, 349046, 350586, 350076]	348561	349166	1.1522188148250918	10.0	[347459, 348807, 348859, 347177, 348738, 347023, 346723, 348657, 348645, 348561, 347256, 347469, 348706, 348850, 348684, 347767, 347272, 347207, 346510, 348605, 347523, 348896, 347445, 348917, 346505, 348833, 348715, 348876, 347364, 348715, 346866, 347039, 346706, 348786]
5240	399995	0.0	8.5	262.0	1.0	0.5318515141267024	35	402923	[401154, 401284, 401797, 401799, 400647, 400012, 400141, 401164, 400282, 400156, 400924, 400670, 400415, 401696, 400290, 400549, 401322, 401963, 400173, 400433, 400182, 400310, 401593, 401595, 401596, 400631, 400700, 400064, 400320, 400449, 400577, 400710, 400073, 400201, 401611, 401237, 400598, 401111, 400474, 400730, 401243, 401119, 400480, 400098, 400870, 400625, 400883, 400118, 401655, 402174]	399995	400118	1.5586622062410387	8.5	[400073, 400064, 400012]
1760	33896	0.0	4.0	88.0	1.0	0.5360050421306155	50	35274	[34818, 34057, 33934, 34575, 33813, 35221, 34330, 34715, 34588, 34461, 34206, 34472, 34217, 34093, 33841, 34228, 34229, 34377, 34127, 34900, 33879, 33881, 34266, 34269, 34146, 34147, 34404, 34155, 34030, 34671, 34800, 34162, 34426, 34683, 34429]	33775	33841	1.4914936469962332	10.0	[33881, 33784, 33879, 33808, 33775, 33934, 33813, 33841]
1440	273041	2.0246146077287964e-07	3.5	72.0	1.0	0.5396271705208238	189	274246	[273158, 273194, 273518, 273209, 272986, 273631]	272676	272676	1.7993025032218029	10.0	[272803, 272986, 272913, 272910, 272871, 272877, 272871, 272871, 272871, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676, 272676]
1180	108702	0.0	3.0	59.0	1.0	0.5421557124836139	55	109735	[108640, 108740, 108754, 108883]	108640	108702	0.0	3.0	[108640, 108740, 108754, 108135, 107783]
2920	295861	9.110300935364197e-08	5.5	146.0	1.0	0.5538801496078282	64	297755	[296065, 296966, 296968, 295947, 295951, 296208, 296091, 295964, 295839, 296096, 295980, 296621, 295985, 297393, 296759, 295866, 295880, 296269, 295891, 296019, 296021, 296540, 296796, 296286, 296415, 296291, 296292, 296428, 296684, 297072, 296305, 296186, 297083, 295933, 295934]	295839	295839	1.407477375126662	10.0	[295947, 295934, 295934, 295866, 295891, 295933, 295880, 295839, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293195, 293195, 293195, 293195, 293195, 293195, 293195, 293195, 293195, 293195, 293195, 293195, 293195, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293346, 293346, 293346, 293346, 293346, 293346, 293346, 293346, 293346, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190]
2520	234281	0.0	5.0	126.0	1.0	0.5547444351809504	70	236003	[234440, 234559, 234311]	233913	234009	1.2181408305252595	7.5	[234122, 233989, 234122, 234134, 234015, 233990, 234082, 233947, 234311, 234176, 234038, 234129, 233922, 232098, 233119, 233947, 232179, 232313, 234067, 232272, 232783, 233913, 232956, 233922, 232314, 232367, 233134, 233990, 233073, 232320, 232803, 232364, 232095, 232547, 234161, 233922, 233350, 233990, 233990, 232298, 234009, 232000, 231862]
720	169351	0.0	2.5	36.0	1.0	0.567385554593346	183	170212	[169988, 169992, 169749, 169499, 169372, 170150, 169513, 170164, 170039, 169787, 169277, 169278, 170174, 169536, 169283, 169927, 169811, 170197, 170081, 169449, 169460, 169975, 169340]	169277	169513	2.3715843691736818	9.0	[169372, 169278, 169283, 169277, 168685, 169340, 168065, 166464, 166464, 167413, 168597, 167039]
1460	190828	0.0	3.5	73.0	1.0	0.5706563290448834	194	192033	[190854, 190858, 191884, 190861, 191252, 190998, 191895, 191517, 190751, 191008, 191269, 190763, 190894, 190896, 190897, 191284, 190775, 190793, 191057, 190804, 191061, 191190, 190810, 190940, 190812, 191585, 191844, 190822, 190950, 190826, 191984, 190838]	190586	190775	1.1943976039251998	10.0	[190707, 190646, 190858, 190629, 190775, 190810, 190822, 190894, 190804, 190763, 190826, 190896, 190793, 190812, 190838, 190861, 190751, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190897, 190854, 190671, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190671]
1480	160651	0.0	3.5	74.0	1.0	0.5708480104930672	176	161856	[161060]	160478	160478	0.0	4.0	[160478, 160554, 160552, 160495, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661]
2540	349185	0.0	5.0	127.0	1.0	0.5714894529511442	112	350907	[349955, 349191, 349720, 350364, 349343, 350496, 350625, 349862, 350502, 349230, 349358, 350127, 350001, 350767, 350260, 350390, 350391, 350648, 350524, 350783, 349888, 350659, 349772, 350030, 350798, 350160, 349393, 349270, 350304, 349155, 349798, 349292, 350444, 349166, 350586, 350076]	348561	349166	1.1522188148250918	10.0	[348831, 347459, 349155, 348807, 348859, 347177, 348738, 349270, 349075, 347023, 346723, 348657, 348645, 349046, 348561, 348931, 347256, 349166, 347469, 348706, 348850, 348684, 347767, 349080, 348938, 349098, 347207, 349080, 346510, 348605, 348896, 347445, 348917, 349191, 349230, 348941, 346505, 348833, 348715, 348876, 347364, 348715, 348786]
3320	389722	0.0	6.0	166.0	1.0	0.5773297468740103	224	391789	[390406, 389775, 390419, 390677, 390294, 390684, 390816, 390309, 390319, 390709, 391096, 390587, 390719, 390990, 390741, 390362, 390747, 390369, 390372, 390504, 390775, 390526]	389722	389775	1.0347897543139135	6.5	[388735, 388806, 388735, 388844, 388735, 389111, 388984, 388952, 389514, 389068, 388667, 389403, 388957, 389013, 389185, 389494, 389775, 388835, 389366, 388735, 389535, 388829, 387719, 388013, 387628, 388735, 387721, 388740, 387304, 387594, 387646, 387798, 388086, 387879, 387032, 388941]
2120	282963	0.0	4.5	106.0	1.0	0.5799756222280058	143	284513	[283233, 283394, 283204, 283525, 283176, 283528, 282961, 283058, 282898, 283575]	282898	283176	1.5374398694586227	5.5	[282961, 281611, 281852, 281868, 281619, 281381, 281565, 281323, 281632, 281602, 282695, 282478, 282898, 282438, 281508, 281469, 281680, 281812, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282387, 282387, 282387, 282387, 282387, 282387, 282387, 282387, 282387, 282387, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282360, 282360, 282360, 282360, 282360, 282360, 282360, 282360, 282360, 282364, 282364, 282364, 282364, 282364, 282364, 282364, 282364, 282364, 282416, 282416, 282416, 282416, 282416, 282416, 282416, 282416, 282416, 282416, 281686]
2140	233989	0.0	4.5	107.0	1.0	0.5931585572425507	70	235539	[233990, 234122, 234129, 234134, 234009, 234015, 234281, 234161, 234038, 233913, 234559, 234176, 233922, 234311, 234440, 234067, 233947, 234082]	233913	234009	1.2181408305252595	7.5	[234015, 233990, 233947, 234038, 233922, 232098, 233119, 233947, 232179, 232313, 234067, 232272, 232783, 233913, 232956, 233922, 232314, 232367, 233134, 233990, 233073, 232320, 232803, 232364, 232095, 232547, 233922, 233350, 233990, 233990, 232298, 234009, 232000, 231862]
1780	109927	0.0	4.0	89.0	1.0	0.5975327344665471	182	111305	[110306, 110087, 110089, 110346, 110444, 110062, 110286, 110000, 110414, 109979, 110076, 110299]	109927	109927	1.290041139982047	4.0	[109979, 110000, 108135]
1800	42983	0.0	4.0	90.0	1.0	0.60172047025867	42	44361	[43115, 43184, 42898, 43250, 42965]	42825	42878	1.877243076560284	10.0	[42877, 42868, 42898, 42825, 42965, 42868, 41224, 41143, 41151, 41262, 41454, 40675, 41430, 40707, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 40425, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 42878, 40872, 40872, 40872, 40872, 40872, 40872, 40872, 40872, 40872, 40872, 42875, 42875, 42875, 42875, 42875, 42875, 42875, 42875, 42875, 40872, 40872, 40872, 40872, 40872, 40872, 40872, 40872, 40872]
1500	397404	0.0	3.5	75.0	1.0	0.6080941681701525	121	398609	[397377, 397543, 397420, 397517, 397455, 397748, 397464]	397377	397464	0.9009084329193668	3.5	[397455, 397420, 397377, 397464, 395793, 396011, 396299, 395842, 395055, 395396, 395228]
1820	368235	0.0	4.0	91.0	1.0	0.60887817564349	110	369613	[368260, 368679, 368232, 368233, 368267, 369549, 368268, 368439, 368492, 368371, 368214, 368279, 368571, 368543]	368214	368214	1.431618718414374e-07	7.0	[368268, 368214, 368232, 368267, 368260, 368279, 368233]
5260	388735	0.0	8.5	263.0	1.0	0.6143076112864096	116	391663	[388740, 390406, 390775, 389514, 389775, 390419, 389013, 390294, 390677, 389403, 390684, 389535, 390816, 390309, 388778, 390319, 390709, 391096, 388667, 390587, 390719, 389185, 388806, 389068, 388941, 390990, 390741, 388952, 389722, 390362, 390747, 388957, 388829, 390369, 388835, 390372, 390504, 388844, 389366, 389111, 388984, 389494, 390526]	388667	388735	1.1130984322150896	10.0	[388806, 388667, 388778, 387719, 388013, 387628, 387721, 388740, 387304, 387594, 387646, 387246, 387028, 387295, 387402, 387798, 388086, 387879, 387576, 387032]
